,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
26,26,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Consider an AVL tree where the following have been inserted (in the given order):10, 2, 21, 55, 69, 9, 79, 10After removing 55, what would the output of the In Order traversal of the tree be ?
",0.0801519594343432,0.14460666062391206,0.15824058001590605
27,27,48,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following rules for big O is FALSE?
",0.10644812376044324,0.18521589164256871,0.1997751124620205
28,28,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Alice is organising a dinner party between a few close friends at her workplace. She is trying to figure out the seating plan and working on sending the invites. Most of the invitees know each other, so the number of friendships is larger than the number of invitees. Alice thinks a graph would help her figure out the seating plan where all the invitees are vertices and friendships of each person are edges.Alice also wants to store names along with employee ID numbers, which are 5 digit numbers, in order to send out email invites for the party.Which data structures are most suitable for each of these uses?
",0.0789828384221038,0.14040225843711154,0.16491248645623868
29,29,48,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the worst case run time when trying to find an element in an AVL tree that consists of m * 2n elements ?
",0.07770066375793684,0.1397625855916309,0.1594522052392352
30,30,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Which of the following best describes the run time of this algorithm:for(int i = 0; i<N; i++){ int j = -1; while(j<i){ System.out.println(""Good luck in your exams""); j++; } for(k=0; k<T; k++){ System.out.println(""You'll smash them!""); }}
",0.11025258870128538,0.18539674852388838,0.191029448324652
31,31,15,"difference, choice, set, programming, quickly, can, critical, powerful, safety, application","What is theoretical analysis of an algorithm?
",0.08846153846153847,0.16233766233766234,0.2055798567260611
32,32,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Listed below are sorting algorithms that are considered to be stable. However, one of them can be unstable depending on the implementation. Please select that sort.
",0.14719245223078822,0.2465523114509677,0.25627468680463283
33,33,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider a closed hashtable H with linear probing. Suppose we want to store up to 900 items in H, and we want theaverageamount of steps to find any item to be less than 2.By considering the loadL, what is the smallest (whole) number of buckets H can have?
",0.09858002425970522,0.17298613466581936,0.18920943895934428
34,34,35,"none, option, select, avoid, andcomplexity, formation, skew, technique, collision, design","There are many methods to consider when designing an algorithm. Please select the option that is not a proper design technique.
",0.13379291165566098,0.22611979536609658,0.23545613559759648
35,35,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Of the following sorting algorithms, which one has equivalent Best, Worst and Average time complexitiesandis not unstable?(For example, Selection Sort has a Best, Worst and Average time complexity of n^2. It is also stable, and thus would be a correct answer if it were there.)
",0.1273106438948176,0.21681144650767054,0.23016677876094294
36,36,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Of the following processes, which data structure (Singly Linked Lists or Arrays) can complete the following tasks described faster:Task 1: Getting to the 1000th item in the data structure.Task 2: Inserting a new item at the front of the data structure.Task 2: Removing an item from the middle of the data structure.Example: An answer of [LL : A : LL] would imply that the Linked List performed task 1 fastest, the Array performed task 2 fastest, and the Linked List performed task 3 fastest.(Not the correct answer).
",0.06335697440070152,0.11611217872123301,0.1536936205225849
37,37,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","Calculate given that . (Hint: Use the fact that [x^p= x mod p] when p is prime).
",0.028135281671235714,0.05389934785283623,0.05603506445672974
38,38,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What isDijkstra's algorithm?
",0.07051542207792208,0.12581699346405228,0.13735668494772565
39,39,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What isDijkstra's algorithm?
",0.07051542207792208,0.12581699346405228,0.13735668494772565
40,40,41,"comparison, show, skiplist, factory, memory, resource, exactly, respectively, certain, produce","Bob decides to run three sorting algorithms in a row, named a, b and c respectively. Given n = 16, which of these functions would takes the largest number of comparisons assuming the data begins in a ""worst case"" situation (2019 week 7a slide 5)
",0.09800236200431023,0.173581651259162,0.185230039038514
41,41,59,"int, while, return, integer, problem, random, count, sum, birthday, test","Consider the following problem:Given an array of integers, find the maximum product of two integers in the array. For example, consider the array [ -10, -3, 5, 6 , -2 ]. The maximum product is formed by either the (-10, 3) or (5, 6) pair.What is the complexity of the most efficient algorithm that solves this problem?
",0.06285207418778369,0.11644308980173548,0.13343598201318
42,42,26,"result, body, num, sequence, many, positive, preform, operator, dosomethe, note","Consider an unordered complete binary tree containing all letters from A to G. Knowing that a preorder traversal of the tree results in the sequence [ B, G, C, D, A, E, F ] and a postorder traversal results in the sequence [C, D, G, E, F, A, B ], what results from an inorder traversal?
",0.054905335605635805,0.10385899814471244,0.10964768069612695
43,43,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Using an ascending order merge sort, which of these inputs requires the highest possible number of comparisons?
",0.09078653961445962,0.16179787520248373,0.17087607150362794
44,44,41,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the maximum height of a perfectly balanced search tree of size n (2019 Lecture 8a slide 28)
",0.08822745816369186,0.1577838622494258,0.16604169460180443
45,45,31,"sort, take, use, selection, many, order, would, bubble, quick, ascend","A bubble sort algorithm takes 2ms to sort a list of 100 elements. How long should it take to sort 100000 (105) elements?
",0.0738242305279983,0.13369506161018613,0.1459427541241078
46,46,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What order would the elements of the following tree be processed in aPost Order Traversal? 5 / \ 3 7 / / \ 2 6 9
",0.07788814231340704,0.1403000757539424,0.1523087718126749
47,47,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the maximum possible number of elements in a binary tree of depth 7?
",0.08449504318838415,0.15084758938176746,0.16258764818084964
48,48,29,"hash, table, function, number, bucket, find, use, close, step, insert","How many different insertion sequences of the key values, using the hash function h(k)=k mod 10, will result in the closed hash table with linear probing given below?
",0.09900709938609319,0.1742006473125299,0.18905651479120011
49,49,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Select the correct definition for a full binary tree.
",0.08316411829901248,0.1486823248512757,0.16015710876812544
50,50,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which one of the List has the quickest average run time for insert() if n >= 1000;
",0.07763074992193754,0.14069636320869797,0.16328848640526195
51,51,38,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","Imagine you are sorting a bookshelf. As you are a conscientious computer scientist, you know better than to use the bubble sort algorithm. However, you are also very tired and don't want to implement a much more complex algorithm. You decide to sort the books by doing one pass from left to right using bubble sort to find the last book, and then another pass from right to left, again using bubble sort, to find the first book. Is this actually faster than doing a simple bubble sort?
",0.022285632466044838,0.04357377234322071,0.06848512625394433
52,52,42,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","Use Fermat's little theorem (specifically xp = x (mod p) where p is prime, Week 11b 2019, slide 12)to calculate 360% 29.
",0.029271191530180585,0.05682093678115655,0.0628075387530793
53,53,53,"need, company, for, real, system, large, tell, entry, priority, find","You have been hired by the Housing Opportunities of Northern Delaware Association to create a system which allows them to keep track of which addresses they currently have available. They have spent many decades supporting the people of the area in finding the perfect home, but have recently began to fall behind newer tech-based companies, and are determined to catch up and ensure they provide the highest quality service they can.The system is required to have the following qualities:- It must be quick to search for a given address, to find whether or not it is currently stored in the system, and to access its details. Speed is more important than space used, to ensure users are not left waiting for too long while the system runs.- It should be easy to add new addresses to the system as they become available, and to remove them once they are taken off the market.- The data does not need to be sorted, as employees personally work with each customer to recommend different homes, and so will be searching for entries directly.- You have only a rough estimate of how many addresses will need to be stored at a given time, and the number tends to vary by a large margin throughout the year due to seasonal buyers.Which data structure should you implement in the new system?
",0.09701892873830052,0.17143359649207615,0.20034768211059775
54,54,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","How many cases are there when we are removing a node from a binary search tree?
",0.0793864783922397,0.1421643581800312,0.15289910481709845
55,55,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","How many nodes are accessed during a breadth-first search for the number 11 in the following tree:
",0.07969628950294223,0.1428653076611811,0.1531993926789313
56,56,31,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","Which of the following data structures has a worst case space complexity of O(n log n)?
",0.08139505847924522,0.14563440788027704,0.15571122310092494
57,57,35,"order, consider, runtime, input, size, constant, post, function, print, correct","Which one of the following sorting algorithms order is the correct descending order in term of best run time if n >= 100?
",0.13371144937337132,0.22660789917398677,0.24093893549460788
58,58,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Dijkstra algorithm is a example of which of the following type of algorithm
",0.13649957513412542,0.2313398908427231,0.2447667989292073
59,59,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Pre-Order traversal on the following tree will give which output? 9 / \ 6 15 / \ \ 1 8 21 / \ 7 25
",0.0806671673821242,0.14418525745090158,0.15394707375498348
60,60,8,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which of the following data structures has the slowest average time complexity for inserting an item?
",0.21557098957340579,0.3354633464813457,0.34161787936120763
61,61,8,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the average and worst case search time for a given element in a skip list?
",0.2080430034156322,0.32632234505998226,0.3336099015781686
62,62,29,"hash, table, function, number, bucket, find, use, close, step, insert","I am using the hash function H(x) = x % 7 to add functions to an open hash table. This hash table itself is indexed 0 to 6 and stores pointers to the head elements of singly linked lists which store the values added to the hash table.After the following elements are inserted (in the order they are written), how many values are stored in the linked lists that are pointed to by index 0 and index 6 respectively? (Please note that the head pointer does NOT count as a value stored)Values to add to the hash table: 49, 22, 36, 135, 48, 73, 209, 105, 1042, 591, 5, 256.
",0.09483793168384924,0.16759390741079103,0.18537924439162332
63,63,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Take the following pseudocode for sorting books by height on a shelf:void sort(shelf of N books){ for i = 1 to N { find the smallest book between slots i and N swap this smallest book with book i; }}Which type of sort has occurred?
",0.08541986876786366,0.15362869255648146,0.16351140595733948
64,64,29,"hash, table, function, number, bucket, find, use, close, step, insert","The load factor for a hash table is:
",0.09000283306079972,0.15926199786440684,0.17761811214717813
65,65,7,"comparison, show, skiplist, factory, memory, resource, exactly, respectively, certain, produce","Which Data Structure best suits this description of a graph,and what is it's asymptotic memory usage?few vertices and many edges (dense)
",0.04590390002154708,0.08740576397292815,0.09122117431775782
66,66,12,"log, base, become, function, faster, sufficiently, purple, yellow, green, orange","Which of the following hashing techniques is based on randomisation?
",0.0953000244129915,0.16866075336694794,0.17753345096633194
67,67,35,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which method of tree traversal will produce reverse polish notation (RPN) from a tree made of operations and numbers?
",0.12986717716099452,0.22113900301528544,0.23380056395152782
68,68,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which two sorting algorithms have a best (O), average (?), and worst-case (O) time complexity of n(log(n))?
",0.1303829505229329,0.22185470997959197,0.23405899512185457
69,69,23,"create, deletion, state, shell, allow, record, surgery, logn, fast, must","You have been hired by a surgery to create a system that can hold patient records. The surgery is extremely busy, so retrieving records must be as fast as possible. The surgery has stated that the previous system allowed them to sort records, but this feature was no longer required. As many patients join and leave, insertion and deletion must both be very fast.
",0.03229166666666667,0.061850629507395186,0.06653316009769497
70,70,4,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Analyse the sorting algorithm belowvoid sort(int arr[]){ int n = arr.length; for (int i = 0; i < n-1; i++) { int min_idx = i; for (int j = i+1; j < n; j++) if (arr[j] < arr[min_idx]) min_idx = j; int temp = arr[min_idx]; arr[min_idx] = arr[i]; arr[i] = temp;}State the name of the algorithm, the worst complexity, average complexity and best complexity
",0.03317155403859161,0.06365611254245182,0.071433176313057
71,71,4,"store, must, number, able, book, like, quickly, application, product, could","Emma likes to organise her book collection alphabetically. When she goes away to Uni, her mother buys a few books for her every month.However, she doesn't stick to Emma's system and just slides the books wherever it's more convenient. She doesn't rearrange the existing books.When Emma comes home on vacation, she wants to sort her books back into alphabetical order.What's the fastest algorithm that Emma could use?
",0.04042361170371472,0.07682542822099649,0.0858878494663796
72,72,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","A shell sort where h=1 is equivalent to which other sort?
",0.12280962465341407,0.20953560813843358,0.22090303502665223
73,73,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following search algorithms is fastest if the dataset is already sorted?
",0.1285548847942813,0.21790339210736925,0.22899469223038132
74,74,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the output of pre-order traversal on this tree?
",0.08404972129673462,0.14922351318379226,0.1590810410792242
75,75,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Consider the following binary tree:What would be the outcome of printing each node via in-order traversal?
",0.08486960909408953,0.15061997137419508,0.16028158472354243
76,76,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","If you perform a bubble sort on the list:62, 90, 14, 43, 54, 94, 18, 74, 3, 49How many swaps will have been carried out after the 5th pass?
",0.07992801207352433,0.14441432938820584,0.1534052913090196
77,77,29,"hash, table, function, number, bucket, find, use, close, step, insert","Given the hash function of % 11 into an open hashing table, which item will take the most comparisons to find if the following items are added using the given hashing function?11, 17, 32, 132, 4, 9, 100, 34, 25, 98, 165, 77, 40.
",0.08927825286050518,0.1584785024599863,0.1758997068863227
78,78,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which two sorting algorithms have a best case time complexity of O(n)
",0.1304596605874447,0.22068365643697002,0.2313409507103649
79,79,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider you are implementing a hash table with 200 possible buckets, and intend to add a maximum of 150 keys to the table.The hash table is closed and uses linear probing.What is the average number of steps taken to insert/find an item in this hash table?
",0.09442607365963458,0.16658146342877586,0.1840686540084813
80,80,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","The result of each pass of a sorting algorithm is shown below:Initial list: 3 4 2 1 7 5 8 61st pass: 2 1 3 4 7 5 8 62nd pass: 1 2 3 4 7 5 8 63rd pass: 1 2 3 4 5 6 7 84th pass: 1 2 3 4 5 6 7 8Which sorting algorithm was used?
",0.07317224498447943,0.13270672343476775,0.14257689559464592
81,81,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which data structure can be implemented to enable both adding at the beginning and removing at the end to have O(1) complexity?
",0.08377236526524497,0.15000256445318214,0.16108502741775585
82,82,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which data structure has nodes, leaves and branches?
",0.07656230778175513,0.13556159894152947,0.14555579348259445
83,83,14,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which data structure is a degenerate binary tree most similar to?
",0.09596471936940906,0.17146704559587359,0.17748683080654415
84,84,14,"value, operation, perform, similar, expect, many, page, real, note, temp","(529 - x) is divisible by 29, x>0. What is the smallest possible value of x?
",0.11087743041824993,0.19149625095032685,0.1969161904090389
85,85,14,"value, operation, perform, similar, expect, many, page, real, note, temp","(529 - x) is divisible by 29, x>0. What is the smallest possible value of x?
",0.11087743041824993,0.19149625095032685,0.1969161904090389
86,86,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What type of partial order does this represent?(<H) = (=V) ? (<S) ? (=V)
",0.060686311738943316,0.11004615984771363,0.12240251648811892
87,87,40,"node, next, object, previous, doubly, pointer, pointerthe, head, link, contain","This abstract data structure uses nodes to contains its elements, has a pointer that indicates its head, or leading, element (and potentially one to indicate its tail element) and each of its nodes contains a reference to both the node ahead of it and behind it. What is it?
",0.06874860764780377,0.12760040923235258,0.14586400723002185
88,88,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Jimmy owns a large selection of vinyl records. He has just inherited more records from his recently deceased mother.His mother had the exact amount of records that Jimmy has, doubling Jimmy's collection.Jimmy has decided that now is a good time to finally sort his collection by arranging the records in alphabetical order, whilst adding the new ones.Jimmy has some preferences when it comes to sorting the collection:- He doesn't have any more space for sorting. He has enough storage for all of the records, no more, no less.- With a large number of items to sort, he wants this done as fast as possible.
",0.07191895716063092,0.13046635415091518,0.14766431297075053
89,89,14,"value, operation, perform, similar, expect, many, page, real, note, temp","If 617 – x is divisible by 17.What is the value of x?
",0.12256953086672083,0.2075344191267125,0.21308344495421136
90,90,1,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements regarding complexity isnot correct?
",0.07171343713736757,0.13176242054859322,0.1500532890058047
91,91,59,"int, while, return, integer, problem, random, count, sum, birthday, test","The following algorithm has time complexity O(f(n))int count = 0;for(int i = 0; i<n; i++){ for(int j = 0; j<(10*n); j++){ count++; } }for(int k = 0; k<n; k++){ count++; }return count;what is f(n)?
",0.0837194793841318,0.14706106973894378,0.15888237860113577
92,92,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3The tree is balanced with the Right Left case, what is the output if we traverse the newly balanced tree using in order traversal?
",0.084278405331593,0.14975159041727956,0.15964102580858544
93,93,6,"true, advantage, main, let, off, boolean, follow, prefer, qif, pessimistic","Let the time taken to execute a heap sort be T(n) (where n is the number of elements to be sorted).Which of the following is true?
",0.06457355335215333,0.11704820298027202,0.11992111625659857
94,94,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","An algorithm of complexity ?(2^n) takes 2 seconds to run at n=4. How long will it take to run at n=10?
",0.08667270358201414,0.1518035417315158,0.15518569175286867
95,95,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the worst case time complexity of a heap sort (2019 week 7a slide 5)
",0.21200602360675813,0.3318529653103385,0.33992722000066544
96,96,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is unstable and has average time complexityT(n log(n))?
",0.13799036265808304,0.23093148960149346,0.2414713665046635
97,97,59,"int, while, return, integer, problem, random, count, sum, birthday, test","What is the time complexity of the following function:int f(int n){ int count = 0; for(int i = 0; i<=n; i++){ for(int j = i; j>0; i++){ j/=2; count++; } } return count;}
",0.10951573384046409,0.1859676753845359,0.19864966288317265
98,98,59,"tree, node, binary, follow, avl, traversal, order, search, number, root","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3What is the correct case for balancing and what is the output if we traverse the tree using post order traversal?
",0.09491310225632595,0.16344424856665274,0.1746164487559854
99,99,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","If an algorithm of order O( sqrt(n) ) takes 4 seconds to run at n = 50, what is the expected time for n = 200?
",0.09696857471929823,0.16960503579889755,0.17365684728501574
100,100,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","Which array function has a worst case time complexity which is higher than its average case?Key:o = objecti = index
",0.19596100042238287,0.3101371108848846,0.3183994325628089
101,101,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider a closed hash table where h(x) = x% 8 where the index is 0 through 7. When inserting the following data, which value occupies the place indexed 4?27, 145, 87, 45, 23, 56, 79, 135
",0.09325974989742394,0.16496601569839334,0.1816746641564084
102,102,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","What is the result of using a breadth first traversal on this graph, printing every node visited?
",0.08068294671810951,0.14522326927436463,0.16240075288872138
103,103,29,"hash, table, function, number, bucket, find, use, close, step, insert","A closed hash function h(x) = x%13 has slots 0 through to 12. When the elements (2, 55, 4, 26, 11, 14, 37, 30, 43, 40, 44, 6, 23) are inserted into the Hash table, in what slots are 43, 6 and 44 respectively?
",0.09167731204047734,0.16244724250156398,0.17837602488112245
104,104,1,"order, consider, runtime, input, size, constant, post, function, print, correct","Which binary tree is correct for the sequences below?In-order : B, A, D, C, Epre-order : A, B, C, D, E
",0.058829078039254516,0.10946174393393117,0.12205161378595109
105,105,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is the correct post-order traversal of the binary tree shown below? 2 / \ 31 14 / \ / \12 7 25 16
",0.0867696942842599,0.15376289222893125,0.16392817501589727
106,106,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Consider the following statements about the following functions: , , and .Which one of the following statements is correct?
",0.12740021119700265,0.21964095909207398,0.23710541521854392
107,107,31,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the average Big Theta time complexity for Quicksort?
",0.08640480276889706,0.15318883356423826,0.16317733806353243
108,108,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is considered a maximum height of a perfectly balanced search tree?
",0.08686637564415585,0.15395070027610291,0.16378758821744757
109,109,31,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Consider the following algorithm with asymptotic time complexity O(f(n)).for (int i=0; i<20*n; i++) for(int j=0; j<n; j++) System.out.println(""A"");for (int i=1; i<n; i++) System.out.println(""B"");What is f(n)?
",0.08516636707000637,0.15118945256795932,0.16087259383473815
110,110,40,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Consider the following algorithm with asymptotic time complexity O(f(n)).for (int i=0; i<20*n; i++) for(int j=0; j<n; j++) System.out.println(""A"");for (int i=1; i<n; i++) System.out.println(""B"");What is f(n)?
",0.05177056602486424,0.09689288597933002,0.10825613938543448
111,111,40,"list, link, array, follow, middle, insert, faster, would, add, singly","What makes an XOR or memory-efficient doubly-linked list different from a standard doubly-linked list?
",0.04703339491607844,0.08802996524340126,0.09699064231168121
112,112,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","Let , . What is the complexity in big O notation of ?
",0.08385060566876458,0.14686174501042606,0.1551896528193646
113,113,45,"for, follow, int, code, runtime, method, get, correctly, property, class","Which of the following is the pseudo code for insertion sort?
",0.10125093676373208,0.17636392156618064,0.1957418802378359
