,Document_No,Dominant_Topic_1,Perc_Contribution_1,Topic_Keywords_1,Dominant_Topic_2,Perc_Contribution_2,Topic_Keywords_2,Dominant_Topic_3,Perc_Contribution_3,Topic_Keywords_3,Text,Question
10,10,24,0.4011000096797943,"hash, element, table, bucket, use, function, close, key, store, insert",29,0.22689999639987946,"find, number, step, item, average, many, index, table, insert, hash",14,0.05400000140070915,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['use', 'hash', 'function', 'add', 'function', 'open', 'hash', 'table', 'hash', 'table', 'index', 'bucket', 'length', 'if', 'bucket', 'overflow', 'full', 'element', 'add', 'element', 'add', 'overflow', 'buckethow', 'many', 'element', 'insert', 'overflow', 'bucket', 'follow', 'element', 'insert', 'leave', 'right', 'ie', 'first', 'insert', 'last', 'insert']","I am using the hash function H(x) = x % 7 to add functions to an open hash table. This hash table is indexed 0 to 6, with each bucket having a max length of 3.If a bucket ""overflows"", ie it is full and another element is added, this element is added to an overflow bucket.How many elements are inserted into the overflow bucket after the following elements are inserted?Elements inserted left to right (ie 29 is first insert 69 is last insert) : 29, 64, 63, 16, 48, 74, 143, 39, 80, 281, 4, 69.
  2
  "
11,11,29,0.35040000081062317,"find, number, step, item, average, many, index, table, insert, hash",16,0.0502999983727932,"for, follow, time, complexity, true, give, statement, function, correct, run",24,0.0210999995470047,"hash, element, table, bucket, use, function, close, key, store, insert","['give', 'average', 'number', 'step', 'for', 'closed', 'hash', 'table', 'linear_probing', 'find', 'item', 'step']","Given a load factor of 0.3 what is the average number of steps for a Closed Hash table with linear probing to find an item.
  1.21 steps
  "
12,12,51,0.23909999430179596,"efficient, company, come, condition, stock, sortb, sortc, much, around, deal",56,0.1932000070810318,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",55,0.05950000137090683,"datum, search, structure, remove, data, list, store, want, add, use","['approach', 'company', 'recommend', 'fast', 'efficient', 'sort', 'often', 'deal', 'large', 'inputs', 'numerical', 'datum', 'limited', 'storage', 'sort', 'algorithm', 'suitable', 'quick', 'sort']","You have been approached by a company to recommend a fast and efficient sorting algorithm to use in Java. They often deal with large inputs of numerical data, and have limited storage. Which sorting algorithm is most suitable?
 Quick Sort
   "
13,13,16,0.06270000338554382,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.018300000578165054,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",14,0.017100000753998756,"tree, binary, order, node, leave, right, follow, avl, search, traversal",['follow'],"What is the time complexity of the following algorithm : 0.00001n4 + 100n2 + 19nlogn + (10n2* 5n3 ) ?
 O(n5)
   "
14,14,16,0.06279999762773514,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.018300000578165054,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",14,0.017100000753998756,"tree, binary, order, node, leave, right, follow, avl, search, traversal",['follow'],"What is the time complexity of the following algorithm : 0.00001n4 + 100n2 + 19nlogn + (10n2* 5n3 ) ?
 O(n5)
   "
15,15,42,0.1525000035762787,"big, definition, bind, set, notation, omega, final, lecture, theta, exact",56,0.08940000087022781,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",29,0.05260000005364418,"find, number, step, item, average, many, index, table, insert, hash","['formal', 'definition', 'represent', 'algorithm', 'operate', 'asymptotically', 'equal']","Which formal definition represents an algorithm operating asymptotically equal as f(x)?

    "
16,16,9,0.4147000014781952,"visit, look_like, car, company, manufacture, state, define, previously, hit, dead",14,0.19120000302791595,"tree, binary, order, node, leave, right, follow, avl, search, traversal",29,0.042100001126527786,"find, number, step, item, average, many, index, table, insert, hash","['morning', 'roll', 'workstation', 'unnamed', 'car', 'manufacture', 'company', 'egad', 'find', 'computer', 'strike', 'ransomwarethe', 'state', 'important', 'company', 'relate', 'file', 'encrypt', 'order', 'send', 'address', 'solve', 'follow', 'avl', 'tree', 'questiongiven', 'follow', 'avl', 'tree', 'tree', 'look_like', 'number', 'insert']","It's another Monday morning and you've just rolled up to your workstation at an unnamed car manufacturing company. But, egads! You find that all of the computers have been struck with ransomware!The ransomware states that all of your important, company related files have been encrypted. In order to decrypt them, you can either send 5 BTC to a shady BTC wallet address OR you can solve the following AVL-Tree question.Given the following AVL Tree:what will the tree look like after the number7 has been inserted?
 
   "
17,17,56,0.2248000055551529,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",49,0.05169999971985817,"int, result, return, term, many, num, body, function, heap, count",44,0.031700000166893005,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na","['follow', 'statement', 'regard', 'sort', 'incorrect', 'heap', 'sort', 'stable']","Which one of the following statements regarding sorting is incorrect?
  A heap sort is stable.
  "
18,18,25,0.11590000241994858,"graph, edge, vertex, method, undirected, direct, main, direction, undirecte, directional",55,0.10339999943971634,"datum, search, structure, remove, data, list, store, want, add, use",14,0.01360000018030405,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['edge', 'weight', 'equally', 'breadth_first', 'search']","How does a Dijkstra's Algorithm behave when all of the edges are weighted equally?
Breadth-first search
    "
19,19,16,0.12690000236034393,"for, follow, time, complexity, true, give, statement, function, correct, run",14,0.06069999933242798,"tree, binary, order, node, leave, right, follow, avl, search, traversal",44,0.04969999939203262,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na","['give', 'least', 'exactly', 'apply', 'follow', 'true']","Given the functionsf(x) = 0.1 n5g(x) = 50 nlognh(x) = 0.5 2nhint ( O = at least , ? = at most, O = exactly (both O and? apply))Which of the following is true ?
 f is O(g), g is ?(h), and h is O(g)
   "
20,20,14,0.28540000319480896,"tree, binary, order, node, leave, right, follow, avl, search, traversal",0,0.05079999938607216,"pass, point, start, book, page, short, similar, look, dijkstra, repeat",55,0.014299999922513962,"datum, search, structure, remove, data, list, store, want, add, use","['build', 'avl', 'tree', 'follow', 'value', 'value', 'root', 'node', 'point']","Build an AVL Tree with the following values:15, 20, 24, 10, 13, 7, 30, 36, 25Which value does the root node point to?
  13
  "
21,21,56,0.17479999363422394,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.053199999034404755,"for, follow, time, complexity, true, give, statement, function, correct, run",3,0.053199999034404755,"case, fastest, ofbubble, itsb, distinct, description, fit, stableb, performance, nearly","['good', 'for', 'merge', 'sort', 'good', 'case']","What is the best and worst case for Merge Sort?
 Best Case: nlog(n)Worst Case: nlog(n)
   "
22,22,40,0.06080000102519989,"array, slow, problem, may, random, element, access, integer, anywhere, face",29,0.059700001031160355,"find, number, step, item, average, many, index, table, insert, hash",54,0.05889999866485596,"like, could, treelook, book, alphabetical, alphabetically, back, system, wherever, home","['could', 'represent', 'array']","Which of the max heaps A-H could be represented in an array?
     B, C and E.
"
23,23,56,0.16220000386238098,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",51,0.16120000183582306,"efficient, company, come, condition, stock, sortb, sortc, much, around, deal",16,0.11159999668598175,"for, follow, time, complexity, true, give, statement, function, correct, run","['give', 'integ', 'randomly', 'order', 'time', 'complexity', 'sort', 'come', 'efficient', 'sort', 'algorithm', 'give', 'condition']","Given an integer array of randomly ordered 0's and 1's what is the worst case time complexity to sort them so that all the 0's come before the 1's. Use the most efficient sorting algorithm given the conditions of the array.
O(N)
    "
24,24,55,0.11509999632835388,"datum, search, structure, remove, data, list, store, want, add, use",29,0.09359999746084213,"find, number, step, item, average, many, index, table, insert, hash",0,0.05380000174045563,"pass, point, start, book, page, short, similar, look, dijkstra, repeat","['follow', 'method', 'use', 'find', 'number', 'phone', 'book', 'closely', 'resemble', 'interpolation', 'search']","Which of the following does the method used to find a number in a phone book most closely resemble?
  Interpolation Search
  "
25,25,14,0.3490999937057495,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.01489999983459711,"for, follow, time, complexity, true, give, statement, function, correct, run",11,0.011599999852478504,"complete, digit, count, least, significant, digits, basis, position, share, counting","['consider', 'follow', 'binary', 'search', 'treewhen', 'complete', 'post', 'order', 'traversal', 'correct']","Consider the following binary search treeWhen completing a post order traversal what is the correct order
 Jacqueline, Jenny, James, Katherine, Martha , Kenny , Jill
   "
26,26,14,0.38600000739097595,"tree, binary, order, node, leave, right, follow, avl, search, traversal",55,0.04170000180602074,"datum, search, structure, remove, data, list, store, want, add, use",16,0.01080000028014183,"for, follow, time, complexity, true, give, statement, function, correct, run","['consider', 'avl', 'tree', 'follow', 'insert', 'give', 'order', 'remove', 'would', 'output', 'order', 'traversal', 'tree']","Consider an AVL tree where the following have been inserted (in the given order):10, 2, 21, 55, 69, 9, 79, 10After removing 55, what would the output of the In Order traversal of the tree be ?
 2, 9, 10, 10, 21, 69, 79
   "
27,27,16,0.21330000460147858,"for, follow, time, complexity, true, give, statement, function, correct, run",42,0.053199999034404755,"big, definition, bind, set, notation, omega, final, lecture, theta, exact",21,0.013199999928474426,"choose, requirement, rule, carey, understand, meet, simple, possible, mind, define","['follow', 'rule', 'for', 'big', 'false', 'if']","Which of the following rules for big O is FALSE?
   If g1(n) = O(f1(n)) and g2(n) = O(f2(n)), then g1(n)f1(n) = O(g2(n)f2(n))
 "
28,28,35,0.5400999784469604,"number, people, real, create, would, say, quickly, company, change, friend",24,0.13109999895095825,"hash, element, table, bucket, use, function, close, key, store, insert",55,0.05090000107884407,"datum, search, structure, remove, data, list, store, want, add, use","['organise', 'party', 'close', 'friend', 'workplace', 'try', 'figure', 'seating', 'plan', 'work', 'send', 'invite', 'invitee', 'know', 'number', 'friendship', 'large', 'number', 'invitee', 'think', 'graph', 'would', 'help', 'figure', 'seating', 'plan', 'invite', 'vertex', 'friendship', 'person', 'edgesalice', 'also', 'want', 'store', 'name', 'along', 'employee', 'would', 'number', 'digit', 'number', 'order', 'send', 'email', 'invite', 'for', 'partywhich', 'data', 'structure', 'suitable', 'for', 'use', 'for', 'seat', 'plan', 'open', 'hash', 'table', 'for', 'invite']","Alice is organising a dinner party between a few close friends at her workplace. She is trying to figure out the seating plan and working on sending the invites. Most of the invitees know each other, so the number of friendships is larger than the number of invitees. Alice thinks a graph would help her figure out the seating plan where all the invitees are vertices and friendships of each person are edges.Alice also wants to store names along with employee ID numbers, which are 5 digit numbers, in order to send out email invites for the party.Which data structures are most suitable for each of these uses?
  Adjacency matrix for the seating plan, open hash table for the invites.
  "
29,29,14,0.14470000565052032,"tree, binary, order, node, leave, right, follow, avl, search, traversal",24,0.08030000329017639,"hash, element, table, bucket, use, function, close, key, store, insert",16,0.08020000159740448,"for, follow, time, complexity, true, give, statement, function, correct, run","['run', 'time', 'try', 'find', 'element', 'avl', 'tree', 'consist', 'element', 'log']","What is the worst case run time when trying to find an element in an AVL tree that consists of m * 2n elements ?
  T(log m) + T(n)
  "
30,30,16,0.27149999141693115,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.1039000004529953,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",14,0.010900000110268593,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['follow', 'good', 'describe', 'run', 'time', 'for', 'while', 'good', 'luck', 'exam', 'for']","Which of the following best describes the run time of this algorithm:for(int i = 0; i<N; i++){ int j = -1; while(j<i){ System.out.println(""Good luck in your exams""); j++; } for(k=0; k<T; k++){ System.out.println(""You'll smash them!""); }}
T(N2+ NT)
    "
31,31,44,0.20440000295639038,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na",42,0.052000001072883606,"big, definition, bind, set, notation, omega, final, lecture, theta, exact",55,0.051899999380111694,"datum, search, structure, remove, data, list, store, want, add, use","['theoretical', 'analysis', 'predict', 'trend', 'complexity', 'large', 'data', 'set', 'use']","What is theoretical analysis of an algorithm?
  Predicting the trend of the complexity as large data sets are used.
  "
32,32,56,0.3587999939918518,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",1,0.04039999842643738,"measurement, select, precision, option, accuracy, value, close, mathematical, technique, difference",55,0.03689999878406525,"datum, search, structure, remove, data, list, store, want, add, use","['list', 'sort', 'algorithm', 'consider', 'stable', 'however', 'unstable', 'depend', 'implementation', 'select', 'sort', 'selection', 'sort']","Listed below are sorting algorithms that are considered to be stable. However, one of them can be unstable depending on the implementation. Please select that sort.
  Selection Sort
  "
33,33,29,0.21199999749660492,"find, number, step, item, average, many, index, table, insert, hash",24,0.14399999380111694,"hash, element, table, bucket, use, function, close, key, store, insert",55,0.13899999856948853,"datum, search, structure, remove, data, list, store, want, add, use","['consider', 'close', 'hashtable', 'linear_probe', 'suppose', 'want', 'store', 'item', 'want', 'step', 'find', 'item', 'less', 'consider', 'loadl', 'small', 'whole', 'number', 'bucket']","Consider a closed hashtable H with linear probing. Suppose we want to store up to 900 items in H, and we want theaverageamount of steps to find any item to be less than 2.By considering the loadL, what is the smallest (whole) number of buckets H can have?
   1350
 "
34,34,1,0.27559998631477356,"measurement, select, precision, option, accuracy, value, close, mathematical, technique, difference",29,0.07169999927282333,"find, number, step, item, average, many, index, table, insert, hash",25,0.04399999976158142,"graph, edge, vertex, method, undirected, direct, main, direction, undirecte, directional","['many', 'method', 'consider', 'design', 'select', 'option', 'proper', 'design', 'technique', 'static', 'programming']","There are many methods to consider when designing an algorithm. Please select the option that is not a proper design technique.
 Static Programming
   "
35,35,56,0.5271000266075134,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.0746999979019165,"for, follow, time, complexity, true, give, statement, function, correct, run",0,0.0,,"['follow', 'sort', 'algorithm', 'equivalent', 'best', 'bad', 'average', 'time', 'unstable', 'for', 'example', 'selection', 'sort', 'best', 'bad', 'average', 'time', 'complexity', 'also', 'stable', 'thus', 'would', 'correct', 'answer', 'if', 'merge', 'sort']","Of the following sorting algorithms, which one has equivalent Best, Worst and Average time complexitiesandis not unstable?(For example, Selection Sort has a Best, Worst and Average time complexity of n^2. It is also stable, and thus would be a correct answer if it were there.)
 Merge Sort.
   "
36,36,30,0.23559999465942383,"operation, middle, link, array, perform, advantage, make, item, front, either",55,0.22689999639987946,"datum, search, structure, remove, data, list, store, want, add, use",56,0.17980000376701355,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['follow', 'process', 'datum', 'structure', 'singly', 'link', 'list', 'array', 'complete', 'follow', 'task', 'describe', 'fast', 'task', 'get', 'item', 'datum', 'structuretask', 'insert', 'new', 'item', 'front', 'data', 'structuretask', 'remove', 'item', 'middle', 'datum', 'answer', 'would', 'imply', 'link', 'list', 'perform', 'task', 'fast', 'array', 'perform', 'task', 'fastest', 'link', 'list', 'perform', 'task', 'fastest', 'correct', 'answer']","Of the following processes, which data structure (Singly Linked Lists or Arrays) can complete the following tasks described faster:Task 1: Getting to the 1000th item in the data structure.Task 2: Inserting a new item at the front of the data structure.Task 2: Removing an item from the middle of the data structure.Example: An answer of [LL : A : LL] would imply that the Linked List performed task 1 fastest, the Array performed task 2 fastest, and the Linked List performed task 3 fastest.(Not the correct answer).
   [A : LL : LL]
 "
37,37,16,0.10670000314712524,"for, follow, time, complexity, true, give, statement, function, correct, run",24,0.061500001698732376,"hash, element, table, bucket, use, function, close, key, store, insert",5,0.014399999752640724,"looping, letf, invent, queue, default, dump, bsta, legal, mergesort, worst_case","['calculate', 'give', 'hint', 'fact']","Calculate given that . (Hint: Use the fact that [x^p= x mod p] when p is prime).
 a = 3.
   "
38,38,0,0.016699999570846558,"pass, point, start, book, page, short, similar, look, dijkstra, repeat",1,0.016699999570846558,"measurement, select, precision, option, accuracy, value, close, mathematical, technique, difference",2,0.016699999570846558,"require, comparison, estimate, nee, minimum, identify, aka, clockwise, complexityo, outside",[],"What isDijkstra's algorithm?
 A shortest path algorithm
   "
39,39,0,0.016699999570846558,"pass, point, start, book, page, short, similar, look, dijkstra, repeat",1,0.016699999570846558,"measurement, select, precision, option, accuracy, value, close, mathematical, technique, difference",2,0.016699999570846558,"require, comparison, estimate, nee, minimum, identify, aka, clockwise, complexityo, outside",[],"What isDijkstra's algorithm?
 A shortest path algorithm
   "
40,40,56,0.31290000677108765,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.07479999959468842,"for, follow, time, complexity, true, give, statement, function, correct, run",42,0.062199998646974564,"big, definition, bind, set, notation, omega, final, lecture, theta, exact","['decide', 'run', 'sort', 'algorithm', 'row', 'name', 'respectively', 'give', 'function', 'would', 'take', 'large', 'number', 'comparison', 'assume', 'datum', 'begin', 'situation', 'week', 'slide', 'insertion', 'sort', 'insertion', 'sort', 'merge', 'sort']","Bob decides to run three sorting algorithms in a row, named a, b and c respectively. Given n = 16, which of these functions would takes the largest number of comparisons assuming the data begins in a ""worst case"" situation (2019 week 7a slide 5)
 1. insertion sort2. insertion sort3. merge sort
   "
41,41,40,0.2224999964237213,"array, slow, problem, may, random, element, access, integer, anywhere, face",16,0.12870000302791595,"for, follow, time, complexity, true, give, statement, function, correct, run",29,0.1151999980211258,"find, number, step, item, average, many, index, table, insert, hash","['consider', 'follow', 'problem', 'give', 'array', 'integer', 'find', 'maximum', 'product', 'integer', 'array', 'for', 'example', 'consider', 'array', 'maximum', 'product', 'form', 'pairwhat', 'complexity', 'efficient', 'algorithm', 'solve', 'problem']","Consider the following problem:Given an array of integers, find the maximum product of two integers in the array. For example, consider the array [ -10, -3, 5, 6 , -2 ]. The maximum product is formed by either the (-10, 3) or (5, 6) pair.What is the complexity of the most efficient algorithm that solves this problem?
 n
   "
42,42,14,0.26669999957084656,"tree, binary, order, node, leave, right, follow, avl, search, traversal",15,0.16269999742507935,"sequence, know, inorder, postorder, piece, thread, simultaneously, pointerthe, unordered, epre",49,0.09350000321865082,"int, result, return, term, many, num, body, function, heap, count","['consider', 'unordered', 'complete', 'binary', 'tree', 'contain', 'letter', 'know', 'traversal', 'tree', 'result', 'sequence', 'postorder', 'traversal', 'result', 'sequence', 'result', 'inorder', 'traversal']","Consider an unordered complete binary tree containing all letters from A to G. Knowing that a preorder traversal of the tree results in the sequence [ B, G, C, D, A, E, F ] and a postorder traversal results in the sequence [C, D, G, E, F, A, B ], what results from an inorder traversal?
  C, G, D, B, E, A, F
  "
43,43,56,0.1404000073671341,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",2,0.10930000245571136,"require, comparison, estimate, nee, minimum, identify, aka, clockwise, complexityo, outside",24,0.06960000097751617,"hash, element, table, bucket, use, function, close, key, store, insert","['use', 'ascend', 'order', 'merge', 'inputs', 'require', 'high', 'possible', 'number', 'comparison']","Using an ascending order merge sort, which of these inputs requires the highest possible number of comparisons?
     All of the above.
"
44,44,14,0.16009999811649323,"tree, binary, order, node, leave, right, follow, avl, search, traversal",42,0.08569999784231186,"big, definition, bind, set, notation, omega, final, lecture, theta, exact",44,0.04969999939203262,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na","['maximum', 'perfectly', 'balance', 'search', 'tree', 'size', 'lecture', 'slide']","What is the maximum height of a perfectly balanced search tree of size n (2019 Lecture 8a slide 28)
log(n)
    "
45,45,56,0.1459999978542328,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",13,0.12919999659061432,"second, take, record, long, run, expect, likely, question, information, implementation",24,0.08269999921321869,"hash, element, table, bucket, use, function, close, key, store, insert","['bubble', 'take', 'list', 'element', 'long', 'take', 'sort', 'element', 'second']","A bubble sort algorithm takes 2ms to sort a list of 100 elements. How long should it take to sort 100000 (105) elements?
     2000 seconds
"
46,46,14,0.24050000309944153,"tree, binary, order, node, leave, right, follow, avl, search, traversal",39,0.06069999933242798,"node, sub, process, next, link, current, element, list, object, pointer",24,0.04830000177025795,"hash, element, table, bucket, use, function, close, key, store, insert","['order', 'would', 'element', 'follow', 'tree', 'process', 'apost', 'order', 'traversal']","What order would the elements of the following tree be processed in aPost Order Traversal? 5 / \ 3 7 / / \ 2 6 9
 (2,3,6,9,7,5)
   "
47,47,14,0.14329999685287476,"tree, binary, order, node, leave, right, follow, avl, search, traversal",24,0.11339999735355377,"hash, element, table, bucket, use, function, close, key, store, insert",29,0.04919999837875366,"find, number, step, item, average, many, index, table, insert, hash","['maximum', 'possible', 'number', 'element', 'binary', 'tree', 'depth']","What is the maximum possible number of elements in a binary tree of depth 7?
 255
   "
48,48,24,0.31450000405311584,"hash, element, table, bucket, use, function, close, key, store, insert",29,0.0568000003695488,"find, number, step, item, average, many, index, table, insert, hash",56,0.04839999973773956,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['many', 'different', 'insertion', 'sequence', 'key', 'value', 'use', 'hash', 'function', 'close', 'hash', 'table', 'linear_probing', 'give']","How many different insertion sequences of the key values, using the hash function h(k)=k mod 10, will result in the closed hash table with linear probing given below?
   40
 "
49,49,14,0.13979999721050262,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.07540000230073929,"for, follow, time, complexity, true, give, statement, function, correct, run",28,0.07039999961853027,"child, add, non, cause, leaf, full, slow, sift, treechild, nodeleaf","['select', 'correct', 'definition', 'for', 'full', 'binary', 'tree', 'node', 'child']","Select the correct definition for a full binary tree.
 All nodes have 0 or 2 children.
   "
50,50,56,0.16990000009536743,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.11630000174045563,"for, follow, time, complexity, true, give, statement, function, correct, run",39,0.06210000067949295,"node, sub, process, next, link, current, element, list, object, pointer","['list', 'quick', 'average', 'run', 'time', 'for', 'insert', 'if', 'doubly', 'link', 'list']","Which one of the List has the quickest average run time for insert() if n >= 1000;
  Doubly Linked List
  "
51,51,56,0.3061000108718872,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",0,0.21480000019073486,"pass, point, start, book, page, short, similar, look, dijkstra, repeat",55,0.09220000356435776,"datum, search, structure, remove, data, list, store, want, add, use","['imagine', 'sort', 'conscientious', 'computer', 'scientist', 'know', 'well', 'bubble', 'sort', 'algorithm', 'however', 'also', 'tire', 'want', 'implement', 'much', 'complex', 'algorithm', 'decide', 'sort', 'book', 'pass', 'leave', 'right', 'use', 'bubble', 'sort', 'find', 'last', 'book', 'pass', 'right', 'leave', 'use', 'bubble', 'sort', 'find', 'first', 'book', 'actually', 'faster', 'simple', 'bubble', 'sort', 'depend', 'start', 'order', 'book']","Imagine you are sorting a bookshelf. As you are a conscientious computer scientist, you know better than to use the bubble sort algorithm. However, you are also very tired and don't want to implement a much more complex algorithm. You decide to sort the books by doing one pass from left to right using bubble sort to find the last book, and then another pass from right to left, again using bubble sort, to find the first book. Is this actually faster than doing a simple bubble sort?
 Depends on the starting order of the books
   "
52,52,52,0.15649999678134918,"show, factor, prime, distribute, uniformly, distribution, improve, increase, reduce, advice",24,0.05350000038743019,"hash, element, table, bucket, use, function, close, key, store, insert",42,0.052799999713897705,"big, definition, bind, set, notation, omega, final, lecture, theta, exact","['fermat', 'little', 'theorem', 'specifically', 'slide', 'calculate']","Use Fermat's little theorem (specifically xp = x (mod p) where p is prime, Week 11b 2019, slide 12)to calculate 360% 29.
     23
"
